"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FF","2018-04-20","96.7","-2.1777","5.5185","Kris Bryant",592178,592351,"fielders_choice","hit_into_play_no_out",,,,,"6","Cubs challenged (tag play), call on the field was overturned: Kris Bryant reaches on a fielder's choice, fielded by shortstop Trevor Story.   Javier Baez to 3rd.  ","R","R","R","COL","CHC","X","null","ground_ball",3,2,2018,"-0.6698","1.0785","0.5817","2.1188","null","595879.00","null",1,5,"Top","109.49","152.45",,,455104,,"180421_021106","8.9166","-140.6709","-6.0988","-10.6652","25.0198","-16.6312","3.2791","1.4412","8","98.0","-14.7300","97.8830","2012","6.4980",529692,592351,455104,641857,518934,571448,596115,435622,453568,467827,"54.0037","0.177","0.170","0.00",1,0,0,2,38,"6","4-Seam Fastball",3,3,3,3,3,3,3,3
"CU","2018-04-20","81.2","-1.8923","5.9117","Kris Bryant",592178,592351,"strikeout","swinging_strike_blocked",,,,,"14","Kris Bryant strikes out swinging, catcher Chris Iannetta to first baseman Ryan McMahon.  ","R","R","R","COL","CHC","S",2,"null",1,2,2018,"0.7137","-0.7513","1.4736","0.8343","null","null","null",0,1,"Top","null","null",,,455104,,"180421_004513","6.1678","-118.1780","-3.4179","5.7271","19.0371","-38.8872","3.2791","1.4412","null","null","null","81.5470","2677","6.1740",529692,592351,455104,641857,518934,571448,596115,435622,453568,467827,"54.3276","null","null","0.00",1,0,0,"null",3,"4","Curveball",0,2,2,0,2,0,2,0
"FF","2018-04-19","94.1","-2.3640","6.0919","Kris Bryant",592178,608678,"field_out","hit_into_play",,,,,"12","Kris Bryant flies out to right fielder Dexter Fowler.  ","R","R","R","CHC","STL","X",9,"fly_ball",1,1,2018,"-0.7287","1.5919","0.1165","3.3701","null","null","null",0,8,"Bot","170.12","121.99",,,506747,,"180419_211843","8.0639","-136.6627","-4.8276","-11.0308","32.8150","-11.3740","3.1619","1.3237","264","98.7","51.1190","93.8270","2239","6.4420",529680,608678,506747,500874,543939,576397,657557,542303,664056,451594,"54.0592","0.006","0.003","0.00",1,0,0,3,74,"3","4-Seam Fastball",8,5,8,5,5,8,8,5
"CH","2018-04-19","86.1","-1.5408","5.4191","Kris Bryant",592178,596133,"field_out","hit_into_play",,,,,"11","Kris Bryant grounds out, third baseman Jedd Gyorko to first baseman Jose Martinez.  ","R","R","R","CHC","STL","X",5,"ground_ball",0,0,2018,"-0.8719","0.3698","-0.9360","2.8423","null","null","null",1,4,"Bot","105.31","168.02",,,425877,,"180419_193940","3.1510","-125.2364","-0.6041","-9.6707","25.4724","-28.4605","3.2404","1.4021","4","49.7","-32.5030","85.4530","1697","5.9120",529680,596133,425877,500874,572761,576397,657557,542303,664056,451594,"54.5888","0.106","0.091","0.00",1,0,0,1,35,"1","Changeup",6,1,6,1,1,6,6,1
"CH","2018-04-19","86.9","-1.3827","5.3698","Kris Bryant",592178,596133,"single","hit_into_play_score",,,,,"8","Kris Bryant singles on a ground ball to center fielder Harrison Bader, deflected by third baseman Jedd Gyorko.   Javier Baez scores.  ","R","R","R","CHC","STL","X",5,"ground_ball",2,2,2018,"-0.8405","0.5114","-0.1554","1.4084","595879.00","null","null",1,1,"Bot","118.03","109.87",,,425877,,"180419_183621","4.5421","-126.2898","-4.2776","-9.6681","24.6482","-26.2397","3.2404","1.4021","80","97.7","4.0740","85.8280","1529","5.5790",529680,596133,425877,500874,572761,576397,657557,542303,664056,451594,"54.9217","0.518","0.483","0.90",1,1,0,4,7,"5","Changeup",0,1,0,1,1,0,0,1
"SL","2018-04-17","85.6","-1.6323","6.1655","Kris Bryant",592178,502032,"strikeout","swinging_strike",,,,,"14","Kris Bryant strikes out swinging.  ","R","R","R","CHC","STL","S",2,"null",0,2,2018,"0.5255","-0.3483","1.1543","1.0851","null","null","null",0,9,"Bot","null","null",,,425877,,"180418_033227","5.4505","-124.2484","-4.8731","4.0721","26.8603","-34.8801","3.1539","1.3972","null","null","null","83.8800","2734","5.4780",529666,502032,425877,500874,594824,576397,657557,542303,502054,451594,"55.0226","null","null","0.00",1,0,0,"null",82,"3","Slider",3,5,3,5,5,3,3,5
"SI","2018-04-17","101.7","-1.7406","6.1122","Kris Bryant",592178,663855,"field_out","hit_into_play",,,,,"2","Kris Bryant flies out to center fielder Tommy Pham.  ","R","R","R","CHC","STL","X",8,"fly_ball",0,2,2018,"-1.1024","0.9016","0.0788","2.9628","null","null","null",0,7,"Bot","153.76","72.93",,,425877,,"180418_023345","7.6775","-147.7599","-5.6452","-17.8323","35.0313","-17.9661","3.3449","1.5273","299","87.2","26.1540","101.2230","2374","6.1050",529666,663855,425877,500874,572761,594824,657557,542303,502054,451594,"54.3956","0.111","0.140","0.00",1,0,0,3,61,"3","Sinker",1,2,1,2,2,1,1,2
"SI","2018-04-17","90.7","-1.5330","5.8340","Kris Bryant",592178,425794,"force_out","hit_into_play",,,,,"4","Kris Bryant grounds into a force out, fielded by third baseman Greg Garcia.   Jason Heyward out at 3rd.  ","R","R","R","CHC","STL","X",5,"ground_ball",2,0,2018,"-1.3873","0.7643","-0.2848","2.4804","null","518792.00","664023.00",2,4,"Bot","104.70","173.47",,,425877,,"180418_021600","6.2848","-132.0316","-4.1495","-18.0227","31.2878","-22.2742","3.2116","1.4141","7","84.3","-19.4980","91.7360","2100","7.1520",529666,425794,425877,500874,572761,594824,657557,542303,502054,451594,"53.3492","0.106","0.080","0.00",1,0,0,2,38,"3","Sinker",1,2,1,2,2,1,1,2
"FF","2018-04-17","90.7","-1.4655","5.9685","Kris Bryant",592178,425794,"strikeout","swinging_strike",,,,,"14","Kris Bryant strikes out swinging.  ","R","R","R","CHC","STL","S",2,"null",3,2,2018,"-0.3389","1.2384","1.2136","2.1190","null","null","null",1,1,"Bot","null","null",,,425877,,"180418_001731","7.5002","-131.9181","-6.4224","-5.6473","28.8530","-16.3247","3.1625","1.3649","null","null","null","91.3650","2082","6.7830",529666,425794,425877,500874,572761,594824,657557,542303,502054,451594,"53.7180","null","null","0.00",1,0,0,"null",6,"6","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-14","86.9","2.4494","6.6504","Kris Bryant",592178,656794,"single","hit_into_play_no_out",,,,,"8","Kris Bryant singles on a line drive to center fielder Peter Bourjos.  ","R","R","L","CHC","ATL","X","null","line_drive",0,1,2018,"0.3952","1.0021","0.2244","2.0083","null","null","null",2,5,"Bot","136.80","105.57",,,435559,,"180414_201736","-6.0604","-126.3648","-6.9682","5.2346","21.4798","-20.5302","3.3606","1.5780","226","96.9","10.6220","86.6620","1550","5.8100",529613,656794,435559,518692,645277,518586,621020,572669,488721,455976,"54.6909","0.902","0.860","0.90",1,1,0,4,53,"2","4-Seam Fastball",2,10,2,10,10,2,2,10
"FF","2018-04-14","91.5","2.5362","6.6157","Kris Bryant",592178,656794,"field_out","hit_into_play",,,,,"2","Kris Bryant flies out to right fielder Nick Markakis.   Albert Almora to 3rd.  ","R","R","L","CHC","ATL","X",9,"fly_ball",2,1,2018,"0.6737","1.6419","0.0359","2.9137","null","546991.00","null",0,3,"Bot","192.47","110.48",,,435559,,"180414_194211","-7.6325","-132.8286","-6.8440","9.4060","27.2547","-11.8973","3.2434","1.4050","271","92.7","34.1980","90.5890","2324","5.7740",529613,656794,435559,518692,645277,518586,621020,572669,488721,455976,"54.7265","0.113","0.204","0.00",1,0,0,3,35,"4","4-Seam Fastball",1,9,1,9,9,1,1,9
"FF","2018-04-14","93.1","2.4728","6.7350","Kris Bryant",592178,656794,"double","hit_into_play_no_out",,,,,"5","Kris Bryant doubles (6) on a soft fly ball to right fielder Nick Markakis.  ","R","R","L","CHC","ATL","X","null","fly_ball",1,2,2018,"0.5810","1.3089","-0.1877","2.5090","null","null","null",1,1,"Bot","182.51","141.76",,,435559,,"180414_184118","-7.9371","-135.1468","-7.7737","8.5330","26.3554","-15.1489","3.2436","1.4052","192","70.2","25.2280","92.0890","2170","5.5850",529613,656794,435559,518692,645277,518586,621020,572669,488721,455976,"54.9159","0.936","0.861","1.25",1,1,1,4,9,"4","4-Seam Fastball",1,1,1,1,1,1,1,1
"FT","2018-04-13","98.1","-1.1539","5.9384","Kris Bryant",592178,527055,"field_out","hit_into_play",,,,,"6","Kris Bryant lines out to right fielder Nick Markakis.  ","R","R","R","CHC","ATL","X",9,"line_drive",3,2,2018,"-1.4046","1.3213","0.7711","2.0581","null","null","null",0,9,"Bot","180.29","95.70",,,435559,,"180413_212730","8.3106","-142.2477","-7.8650","-20.7152","34.8780","-12.9296","3.2436","1.4052","305","94.9","19.5550","96.8080","2507","5.9070",529598,527055,435559,518692,645277,475247,621020,488721,542255,455976,"54.5937","0.313","0.380","0.00",1,0,0,4,74,"6","2-Seam Fastball",0,4,0,4,4,0,0,4
"FS","2018-04-13","84.4","-0.0951","6.0444","Kris Bryant",592178,434671,"force_out","hit_into_play",,,,,"8","Braves challenged (play at 1st), call on the field was upheld: Kris Bryant grounds into a force out, third baseman Ryan Flaherty to second baseman Ozzie Albies.   Tommy La Stella out at 2nd.    Kris Bryant to 1st.  ","R","R","R","CHC","ATL","X",5,"ground_ball",1,2,2018,"-1.1724","0.4481","0.0683","1.7966","null","null","600303.00",0,6,"Bot","105.19","165.96",,,435559,,"180413_203032","2.6870","-122.9171","-4.5037","-12.3985","20.4192","-27.0450","3.2436","1.4052","46","72.3","2.9660","84.8510","1913","6.1790",529598,434671,435559,518692,645277,475247,621020,605512,542255,455976,"54.3218","0.202","0.214","0.00",1,0,0,2,53,"4","Split Finger",0,4,0,4,4,0,0,4
"FC","2018-04-13","86.9","-0.0349","6.1236","Kris Bryant",592178,434671,"single","hit_into_play_no_out",,,,,"14","Kris Bryant singles on a line drive to right fielder Nick Markakis.  ","R","R","R","CHC","ATL","X","null","line_drive",0,0,2018,"0.6918","0.9592","1.0953","2.0831","null","null","null",2,1,"Bot","143.99","135.19",,,435559,,"180413_183558","1.3014","-126.5360","-5.4669","7.1456","24.3849","-21.0812","3.2436","1.4052","161","68.2","16.7910","86.8560","2441","6.1020",529598,434671,435559,518692,645277,475247,621020,605512,542255,455976,"54.3992","0.618","0.567","0.90",1,1,0,4,8,"1","Cutter",0,0,0,0,0,0,0,0
"FF","2018-04-12","89.6","-1.9081","5.7272","Kris Bryant",592178,592866,"field_out","hit_into_play",,,,,"4","Kris Bryant grounds out, third baseman Colin Moran to first baseman Josh Bell.  ","R","R","R","CHC","PIT","X",5,"ground_ball",0,0,2018,"-0.7616","1.2962","-0.4036","2.0803","null","null","null",0,6,"Bot","99.86","166.20",,,465041,,"180412_200740","5.3581","-130.4531","-5.8580","-9.8218","24.3909","-16.2516","3.2402","1.4020","49","101.7","0.7440","90.4410","2135","6.5260",529594,592866,465041,605137,624428,592567,474568,572816,516782,570256,"53.9751","0.475","0.436","0.00",1,0,0,4,47,"1","4-Seam Fastball",1,2,1,2,2,1,1,2
"CH","2018-04-12","85.5","-1.9193","5.6062","Kris Bryant",592178,592866,"strikeout","swinging_strike",,,,,"13","Kris Bryant strikes out swinging.  ","R","R","R","CHC","PIT","S",2,"null",3,2,2018,"-1.4244","0.6839","-1.1725","1.3215","null","664023.00","null",1,3,"Bot","null","null",,,465041,,"180412_192234","4.7307","-124.4704","-5.2714","-15.9964","25.0621","-24.0802","3.2436","1.4051","null","null","null","86.3590","1659","6.8230",529594,592866,465041,605137,624428,592567,474568,572816,516782,570256,"53.6778","null","null","0.00",1,0,0,"null",26,"7","Changeup",0,1,0,1,1,0,0,1
"FS","2018-04-11","84.2","1.7801","6.0129","Kris Bryant",592178,519294,"double","hit_into_play_score",,,,,"5","Kris Bryant doubles (5) on a line drive to right fielder Gregory Polanco.   Albert Almora scores.  ","R","R","L","CHC","PIT","X","null","line_drive",3,2,2018,"1.3220","0.7067","0.0592","2.2695","null","546991.00","null",1,7,"Bot","189.12","119.71",,,465041,,"180412_024202","-6.4048","-122.2621","-3.5707","14.1014","24.3785","-24.8725","3.2414","1.4030","240","89.1","18.3360","82.6700","1728","5.4140",529584,519294,465041,605137,543281,501896,474568,446481,516782,570256,"55.0872","0.543","0.542","1.25",1,1,1,4,68,"6","Split Finger",11,4,11,4,4,11,11,4
"FF","2018-04-11","96.5","-1.1671","6.0710","Kris Bryant",592178,607192,"double","hit_into_play_score",,,,,"5","Kris Bryant doubles (4) on a sharp line drive to center fielder Starling Marte.   Tommy La Stella scores.    Albert Almora to 3rd.  ","R","R","R","CHC","PIT","X","null","line_drive",2,2,2018,"0.0470","1.0498","0.0395","2.4911","null","600303.00","546991.00",1,6,"Bot","108.59","44.92",,,465041,,"180412_021306","3.1939","-140.7135","-6.7056","-0.0494","31.1869","-16.1294","3.2414","1.4030","365","110.2","18.1380","99.5080","2155","7.7950",529584,607192,465041,605137,543281,501896,474568,446481,516782,570256,"52.7061","0.818","1.277","1.25",1,1,1,6,56,"6","4-Seam Fastball",5,4,5,4,4,5,5,4
"CH","2018-04-11","85.2","2.6235","5.6866","Kris Bryant",592178,643230,"field_out","hit_into_play",,,,,"12","Kris Bryant grounds out, third baseman David Freese to first baseman Josh Bell.  ","R","R","L","CHC","PIT","X",5,"ground_ball",2,1,2018,"0.9534","0.1655","1.1237","2.3767","null","null","null",2,4,"Bot","110.15","166.20",,,465041,,"180412_013349","-5.5425","-124.2293","-1.9076","11.1258","22.5042","-30.2414","3.2415","1.4030","9","65.9","-13.5870","86.6110","1592","6.8660",529584,643230,465041,605137,543281,501896,474568,446481,516782,570256,"53.6347","0.068","0.063","0.00",1,0,0,2,39,"4","Changeup",4,3,4,3,3,4,4,3
"CH","2018-04-11","86.0","2.4007","5.7444","Kris Bryant",592178,643230,"field_out","hit_into_play",,,,,"14","Kris Bryant grounds out softly, third baseman David Freese to first baseman Josh Bell.  ","R","R","L","CHC","PIT","X",5,"ground_ball",0,2,2018,"0.8724","0.4661","0.1057","0.9665","null","null","546991.00",2,2,"Bot","119.24","188.01",,,465041,,"180412_005623","-7.3347","-125.1566","-6.1611","10.7735","23.2737","-26.1708","3.2415","1.4030","null","82.9","-20.6990","87.3000","1517","6.9310",529584,643230,465041,605137,543281,501896,474568,446481,516782,570256,"53.5700","0.072","0.066","0.00",1,0,0,2,23,"4","Changeup",4,3,4,3,3,4,4,3
"FT","2018-04-11","92.1","2.7209","5.7832","Kris Bryant",592178,643230,"single","hit_into_play_no_out",,,,,"9","Kris Bryant singles on a ground ball to shortstop Jordy Mercer, deflected by pitcher Steven Brault.  ","R","R","L","CHC","PIT","X",1,"ground_ball",2,1,2018,"0.9976","0.4161","0.5460","1.6220","null","null","null",1,1,"Bot","120.45","168.63",,,465041,,"180412_001909","-7.7027","-133.9498","-5.7009","13.6127","25.6711","-26.2068","3.2415","1.4030","91","86.9","6.9570","92.6920","1778","6.4200",529584,643230,465041,605137,543281,501896,474568,446481,516782,570256,"54.0806","0.513","0.469","0.90",1,1,0,4,6,"4","2-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-10","96.9","2.5591","5.5415","Kris Bryant",592178,553878,"field_out","hit_into_play",,,,,"12","Kris Bryant lines out sharply to shortstop Jordy Mercer.  ","R","R","L","CHC","PIT","X",6,"line_drive",0,2,2018,"0.8953","1.3914","0.2199","3.5892","null","null","664023.00",1,9,"Bot","111.13","142.12",,,465041,,"180410_212703","-8.1617","-140.6978","-2.6837","13.6200","35.1217","-13.7698","3.2441","1.4057","191","101.6","10.9390","95.4710","2551","5.8120",529555,553878,465041,605137,543281,592567,474568,572816,516782,570256,"54.6874","0.943","0.939","0.00",1,0,0,4,79,"3","4-Seam Fastball",5,8,5,8,8,5,5,8
"SL","2018-04-10","86.5","-0.4250","6.3074","Kris Bryant",592178,650828,"field_out","hit_into_play",,,,,"14","Kris Bryant grounds out, pitcher Edgar Santana to first baseman Josh Bell.  ","R","R","R","CHC","PIT","X",1,"ground_ball",1,2,2018,"-0.3682","0.0370","0.9067","1.4166","null","null","null",0,8,"Bot","136.20","181.95",,,465041,,"180410_205424","3.8016","-125.5118","-5.2943","-4.5686","28.6366","-30.9052","3.2441","1.4057","5","51.2","-17.5970","84.0960","2477","5.1610",529555,650828,465041,605137,543281,592567,474568,572816,516782,570256,"55.3385","0.081","0.077","0.00",1,0,0,1,67,"5","Slider",3,8,3,8,8,3,3,8
"FT","2018-04-10","92.0","-2.5314","6.3093","Kris Bryant",592178,467100,"field_out","hit_into_play",,,,,"1","Kris Bryant lines out to third baseman Colin Moran.  ","R","R","R","CHC","PIT","X",5,"line_drive",1,0,2018,"-1.5895","0.8592","-0.5994","2.7269","null","null","null",1,3,"Bot","98.83","161.85",,,465041,,"180410_193330","8.5501","-133.7555","-5.2056","-21.3864","29.0863","-20.6677","3.2441","1.4057","131","86.1","10.0240","93.1560","2171","7.0410",529555,467100,465041,605137,543281,592567,474568,572816,516782,570256,"53.4587","0.629","0.574","0.00",1,0,0,4,29,"2","2-Seam Fastball",2,4,2,4,4,2,2,4
"FT","2018-04-10","92.7","-2.6921","6.1799","Kris Bryant",592178,467100,"single","hit_into_play_no_out",,,,,"6","Kris Bryant singles on a ground ball to second baseman Josh Harrison.  ","R","R","R","CHC","PIT","X","null","ground_ball",3,2,2018,"-1.5496","0.4788","0.2938","2.1028","null","null","null",1,1,"Bot","120.45","145.61",,,465041,,"180410_183235","10.8945","-134.4195","-5.5635","-20.9816","29.7847","-25.4381","3.2441","1.4057","null","90.3","-17.3000","91.9250","2197","6.0690",529555,467100,465041,605137,543281,592567,474568,572816,516782,570256,"54.4302","0.156","0.153","0.90",1,1,0,2,5,"6","2-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-08","96.7","-2.3200","5.0928","Kris Bryant",592178,592865,"strikeout","called_strike",,,,,"13","Kris Bryant called out on strikes.  ","R","R","R","MIL","CHC","S",2,"null",0,2,2018,"-0.4912","1.1813","-0.8738","1.8255","518792.00","600303.00","null",2,7,"Top","null","null",,,444489,,"180408_200946","4.9487","-140.6661","-5.7921","-7.6058","32.5145","-15.5250","3.3389","1.6599","null","null","null","96.3230","2390","6.1350",529535,592865,444489,542583,542340,541650,606115,460075,456715,570267,"54.3646","null","null","0.00",1,0,0,"null",51,"3","4-Seam Fastball",0,3,3,0,3,0,3,0
"CU","2018-04-08","77.7","-1.9614","5.9503","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"8","Kris Bryant flies out to right fielder Domingo Santana.  ","R","R","R","MIL","CHC","X",9,"fly_ball",2,2,2018,"0.6671","-1.0512","0.1518","1.9710","null","546991.00","null",2,5,"Top","142.70","110.48",,,444489,,"180408_193020","3.2836","-112.8855","0.2231","4.8963","20.2523","-41.1279","3.2739","1.4346","215","90.5","57.7110","76.1040","2280","5.1880",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"55.3114","0.015","0.009","0.00",1,0,0,3,34,"6","Curveball",0,2,2,0,2,0,2,0
"CU","2018-04-08","77.0","-1.8681","6.0320","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"5","Kris Bryant lines out to third baseman Hernan Perez.  ","R","R","R","MIL","CHC","X",5,"line_drive",0,0,2018,"0.5647","-0.9866","0.2613","2.0377","null","null","546991.00",2,3,"Top","94.08","164.40",,,444489,,"180408_184818","3.4465","-111.7743","0.2481","3.7966","21.7276","-40.3415","3.2739","1.4346","134","66.5","17.0020","74.5880","2285","4.8180",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"55.6812","0.520","0.495","0.00",1,0,0,2,17,"1","Curveball",0,0,0,0,0,0,0,0
"FT","2018-04-08","93.0","-1.7898","6.0081","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"4","Kris Bryant flies out sharply to center fielder Lorenzo Cain.  ","R","R","R","MIL","CHC","X",8,"fly_ball",1,1,2018,"-1.4193","1.3273","-0.5977","2.3767","null","null","null",1,1,"Top","87.07","55.96",,,444489,,"180408_181143","6.0595","-135.1064","-6.2806","-18.4284","31.5369","-15.0521","3.2739","1.4346","348","103.9","43.0470","91.9150","2218","5.8910",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"54.6083","0.243","0.478","0.00",1,0,0,5,2,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"KC","2018-04-07","80.2","-0.9559","5.8397","Kris Bryant",592178,502026,"triple","hit_into_play_no_out",,,,,"7","Kris Bryant triples (1) on a fly ball to center fielder Lorenzo Cain.  ","R","R","R","MIL","CHC","X","null","fly_ball",1,1,2018,"0.6581","-0.6939","-0.6604","2.1924","null","null","null",1,8,"Top","150.96","45.55",,,542908,,"180407_223154","-0.5557","-116.7273","-0.0797","5.9849","22.4160","-38.6080","3.5750","1.6810","400","102.6","27.5220","79.3450","2391","5.7280",529520,502026,542908,519346,542340,543768,606115,460075,456715,570267,"54.7711","0.884","1.734","1.60",1,1,2,6,53,"3","Knuckle Curve",1,1,1,1,1,1,1,1
"CH","2018-04-07","80.0","-2.0761","5.5126","Kris Bryant",592178,605200,"home_run","hit_into_play_score",,,,,"8","Kris Bryant homers (2) on a fly ball to left field.  ","R","R","R","MIL","CHC","X","null","fly_ball",3,2,2018,"-1.6683","0.6831","-0.1520","1.8589","null","null","null",0,6,"Top","35.42","51.41",,,542908,,"180407_214726","7.2856","-116.1668","-2.5514","-16.2786","22.2658","-25.8306","3.5750","1.6810","407","108.8","26.5590","79.3090","1792","5.9780",529520,605200,542908,519346,542340,543768,606115,460075,456715,570267,"54.5213","0.988","1.989","2.00",1,0,3,6,38,"6","Changeup",1,0,0,1,0,1,0,1
"FT","2018-04-07","91.6","-2.0302","5.5030","Kris Bryant",592178,605200,"single","hit_into_play_no_out",,,,,"9","Kris Bryant singles on a soft ground ball to pitcher Zach Davies, deflected by shortstop Orlando Arcia.  ","R","R","R","MIL","CHC","X",6,"ground_ball",1,1,2018,"-1.4193","0.9297","0.5019","1.7752","null","null","null",0,4,"Top","116.93","161.87",,,542908,,"180407_205804","9.2476","-132.8441","-5.3851","-18.4224","28.9121","-20.5048","3.5750","1.6810","3","73.7","-34.6900","90.2730","2155","5.7010",529520,605200,542908,519346,542340,543768,606115,460075,456715,570267,"54.7981","0.061","0.047","0.90",1,1,0,2,21,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-04-06","93.9","-0.9538","5.7280","Kris Bryant",592178,502026,"field_out","hit_into_play",,,,,"11","Kris Bryant lines out to shortstop Orlando Arcia.  ","R","R","R","MIL","CHC","X",6,"line_drive",2,0,2018,"-1.4696","0.9834","-1.2340","2.7275","null","null","null",0,7,"Top","99.05","134.05",,,444489,,"180407_025211","2.5395","-136.6405","-4.2115","-18.9627","31.3609","-19.1284","3.5750","1.6810","170","59.9","22.8510","93.9350","2132","6.4040",529510,502026,444489,519346,519299,543768,606115,460075,456715,570267,"54.0958","0.454","0.370","0.00",1,0,0,4,60,"3","2-Seam Fastball",4,4,4,4,4,4,4,4
"FF","2018-04-06","92.8","3.7087","5.0446","Kris Bryant",592178,623352,"strikeout","swinging_strike",,,,,"12","Kris Bryant strikes out swinging.  ","R","R","L","MIL","CHC","S",2,"null",3,2,2018,"1.1455","1.4868","0.3676","3.7431","null","null","null",0,5,"Top","null","null",,,444489,,"180407_014919","-11.1325","-134.7123","-0.7797","16.5685","30.4959","-13.9700","3.5750","1.6810","null","null","null","93.0380","2226","6.6590",529510,623352,444489,519346,542340,543768,606115,460075,456715,570267,"53.8405","null","null","0.00",1,0,0,"null",37,"8","4-Seam Fastball",0,2,2,0,2,0,2,0
"CH","2018-04-06","83.9","-1.3887","5.8849","Kris Bryant",592178,605540,"field_out","hit_into_play",,,,,"4","Kris Bryant grounds out, third baseman Travis Shaw to first baseman Eric Thames.  ","R","R","R","MIL","CHC","X",5,"ground_ball",0,0,2018,"-1.4957","0.6457","-0.3459","2.3597","null","null","450314.00",2,2,"Top","104.23","168.48",,,444489,,"180407_004303","5.4947","-122.2074","-3.0769","-16.3391","24.8424","-25.1704","3.5750","1.6810","10","78.0","-14.5890","84.7720","1674","6.8750",529510,605540,444489,519346,542340,543768,606115,460075,456715,570267,"53.6246","0.090","0.090","0.00",1,0,0,2,14,"1","Changeup",0,2,2,0,2,0,2,0
"SL","2018-04-06","88.6","-1.2641","5.8219","Kris Bryant",592178,605540,"field_out","hit_into_play",,,,,"6","Kris Bryant flies out to left fielder Ryan Braun.  ","R","R","R","MIL","CHC","X",7,"fly_ball",3,2,2018,"0.2893","-0.0762","0.7219","2.7135","null","null","null",1,1,"Top","78.57","53.78",,,444489,,"180407_001516","4.2116","-128.7741","-1.3069","2.2004","28.6552","-32.9718","3.5750","1.6810","359","92.8","30.0320","87.4100","2111","5.7660",529510,605540,444489,519346,542340,543768,606115,460075,456715,570267,"54.7335","0.190","0.303","0.00",1,0,0,3,2,"7","Slider",0,0,0,0,0,0,0,0
"FF","2018-04-05","91.5","2.6201","5.5734","Kris Bryant",592178,543359,"single","hit_into_play_score",,,,,"4","Kris Bryant singles on a line drive to left fielder Ryan Braun.   Ian Happ scores.  ","R","R","L","MIL","CHC","X","null","line_drive",1,1,2018,"0.4676","0.7336","-0.4060","2.4052","null","664023.00","null",1,8,"Top","104.21","126.73",,,542908,,"180406_022927","-8.4848","-132.8856","-3.5824","7.2301","28.7562","-23.1922","3.2734","1.4340","185","95.2","12.5450","90.1640","2363","5.6030",529499,543359,542908,542583,519299,541650,606115,460075,456715,570267,"54.8965","0.906","0.899","0.90",1,1,0,4,66,"3","4-Seam Fastball",0,5,5,0,5,0,5,0
"FF","2018-04-05","96.1","-1.9895","5.8535","Kris Bryant",592178,606930,"field_error","hit_into_play_no_out",,,,,"8","Kris Bryant reaches on a force attempt, missed catch error by second baseman Hernan Perez, assist to third baseman Travis Shaw.    Ben Zobrist to 2nd.  ","R","R","R","MIL","CHC","X",5,"ground_ball",0,0,2018,"-0.1554","1.4384","0.1691","1.9898","null","null","450314.00",1,6,"Top","108.29","169.49",,,542908,,"180406_014539","6.1138","-139.6898","-7.9638","-3.4733","32.4601","-11.5232","3.2734","1.4340","31","78.6","-1.1200","96.5700","2607","6.6890",529499,606930,542908,542583,541650,543768,606115,460075,456715,570267,"53.8107","0.175","0.172","0.90",1,0,0,2,49,"1","4-Seam Fastball",0,5,5,0,5,0,5,0
"CH","2018-04-05","81.2","3.0320","6.3459","Kris Bryant",592178,608718,"single","hit_into_play_no_out",,,,,"12","Kris Bryant singles on a line drive to left fielder Ryan Braun.  ","R","R","L","MIL","CHC","X","null","line_drive",1,1,2018,"0.7962","1.4568","1.2793","2.6367","null","null","null",2,4,"Top","90.10","118.14",,,542908,,"180406_011335","-5.5171","-118.1831","-4.5034","8.6476","24.3019","-17.7109","3.3735","1.7094","212","69.7","23.7250","81.6080","1906","6.7330",529499,608718,542908,542583,541650,543768,606115,460075,456715,570267,"53.7663","0.945","0.885","0.90",1,1,0,4,33,"3","Changeup",0,5,5,0,5,0,5,0
