"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FF","2017-10-01","92.9","-1.7858","6.0233","Kris Bryant",592178,592547,"field_out","hit_into_play",,,,,"2","Kris Bryant flies out to right fielder Phillip Ervin.  ","R","R","R","CHC","CIN","X",9,"fly_ball",3,2,2017,"-1.0543","1.6322","-0.1307","2.8201","595879.00","null","543557.00",2,3,"Bot","156.23","94.34",,,571466,,"171001_200619","6.4117","-134.6625","-5.8111","-13.9949","28.9821","-11.6320","3.2441","1.4059","259","85.8","46.3130","91.8530","2334","5.8460",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.6585","0.009","0.012","0.00",1,0,0,3,21,"6","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-10-01","93.3","-1.6334","5.9638","Kris Bryant",592178,592547,"null","ball",,,,,"12","null","R","R","R","CHC","CIN","B","null","null",2,2,2017,"-0.7607","1.5683","1.2526","4.0845","595879.00","null","543557.00",2,3,"Bot","null","null",,,571466,,"171001_200543","9.0812","-135.3117","-2.4897","-11.3335","29.1055","-12.5069","3.3114","1.5809","null","null","null","93.2940","2356","6.4250",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.0781","null","null","null","null","null","null","null",21,"5","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-10-01","93.0","-1.9773","5.9775","Kris Bryant",592178,592547,"null","foul",,,,,"5","null","R","R","R","CHC","CIN","S","null","null",2,1,2017,"-0.9133","1.8370","-0.1681","2.1289","595879.00","null","543557.00",2,3,"Bot","null","null",,,571466,,"171001_200512","6.5652","-134.8256","-7.9940","-12.4561","28.1478","-8.4257","3.2441","1.4059","null","null","null","92.5440","2336","6.1240",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.3807","null","null","null","null","null","null","null",21,"4","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-10-01","93.0","-1.8035","5.9946","Kris Bryant",592178,592547,"null","ball",,,,,"14","null","R","R","R","CHC","CIN","B","null","null",1,1,2017,"-1.1480","1.6544","1.3819","1.2172","595879.00","null","543557.00",2,3,"Bot","null","null",,,571466,,"171001_200445","10.5104","-134.4602","-9.8912","-15.9459","26.9734","-10.4638","3.4425","1.5809","null","null","null","92.2340","2391","6.0070",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.4969","null","null","null","null","null","null","null",21,"3","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2017-10-01","82.1","-1.9121","6.0165","Kris Bryant",592178,592547,"null","blocked_ball",,,,,"14","null","R","R","R","CHC","CIN","B","null","null",0,1,2017,"0.2354","0.2494","1.1319","1.3841","595879.00","null","543557.00",2,3,"Bot","null","null",,,571466,,"171001_200411","6.3224","-119.1943","-4.3691","1.0900","20.5824","-29.3487","3.3114","1.5809","null","null","null","80.8400","2515","5.3170",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"55.1870","null","null","null","null","null","null","null",21,"2","Slider",0,0,0,0,0,0,0,0
"CU","2017-10-01","74.0","-2.0403","6.1436","Kris Bryant",592178,592547,"null","called_strike",,,,,"2","null","R","R","R","CHC","CIN","S","null","null",0,0,2017,"0.7086","-1.0034","-0.2688","3.3285","595879.00","null","543557.00",2,3,"Bot","null","null",,,571466,,"171001_200346","2.3812","-107.3912","3.2390","4.8340","20.5991","-40.5710","3.2777","1.5372","null","null","null","72.5100","2444","5.5440",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.9603","null","null","null","null","null","null","null",21,"1","Curveball",0,0,0,0,0,0,0,0
"FF","2017-10-01","93.3","-2.4363","5.7266","Kris Bryant",592178,592547,"strikeout","swinging_strike",,,,,"11","Kris Bryant strikes out swinging.  ","R","R","R","CHC","CIN","S",2,"null",1,2,2017,"-1.4684","1.1264","-0.5428","4.0281","null","null","null",1,1,"Bot","null","null",,,571466,,"171001_193313","7.9610","-135.3454","-1.0295","-19.5442","28.3562","-18.4691","3.2441","1.4059","null","null","null","92.6670","2311","5.9870",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.5181","null","null","0.00",1,0,0,"null",5,"4","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2017-10-01","83.9","-2.0272","6.1163","Kris Bryant",592178,592547,"null","ball",,,,,"14","null","R","R","R","CHC","CIN","B","null","null",0,2,2017,"0.4086","0.0455","0.9381","1.8663","null","null","null",1,1,"Bot","null","null",,,571466,,"171001_193253","5.9668","-121.6983","-3.4499","2.8107","23.1165","-31.3318","3.2721","1.6319","null","null","null","82.4910","2423","5.4390",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"55.0657","null","null","null","null","null","null","null",5,"3","Slider",0,0,0,0,0,0,0,0
"FF","2017-10-01","93.5","-2.1349","6.0113","Kris Bryant",592178,592547,"null","foul",,,,,"14","null","R","R","R","CHC","CIN","S","null","null",0,1,2017,"-1.0801","1.4066","0.9371","1.8784","null","null","null",1,1,"Bot","null","null",,,571466,,"171001_193212","10.2843","-135.3571","-7.9454","-15.5856","29.5102","-13.2711","3.2441","1.4059","2","58.4","-39.2608","93.3860","2241","6.4910",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.0139","null","null","null","null","null","null","null",5,"2","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-10-01","92.9","-2.4715","6.1798","Kris Bryant",592178,592547,"null","swinging_strike",,,,,"11","null","R","R","R","CHC","CIN","S","null","null",0,0,2017,"-1.2550","1.1791","-1.0084","3.0491","null","null","null",1,1,"Bot","null","null",,,571466,,"171001_193149","6.3384","-134.6585","-4.6328","-16.3752","30.7051","-17.3444","3.2441","1.4059","null","null","null","91.5640","2310","5.8040",492518,592547,571466,458015,571697,553993,446359,594807,571740,640447,"54.7012","null","null","null","null","null","null","null",5,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-09-30","94.0","-2.4696","5.8470","Kris Bryant",592178,623451,"single","hit_into_play_no_out",,,,,"5","Kris Bryant singles on a soft ground ball to first baseman Joey Votto.   Ian Happ to 2nd.  ","R","R","R","CHC","CIN","X","null","ground_ball",0,0,2017,"-0.5964","1.0658","0.1762","2.1950","null","null","664023.00",1,3,"Bot","136.63","178.96",,,642156,,"170930_205636","8.1399","-136.5510","-6.1252","-9.0662","26.2611","-17.7849","3.2440","1.4059","null","90.3","-17.3000","94.2400","2008","6.2320",492503,623451,642156,458015,571697,553993,606299,594807,571740,594988,"54.2727","0.156","0.153","0.90",1,1,0,2,22,"1","4-Seam Fastball",2,0,2,0,0,2,2,0
"FT","2017-09-30","94.3","-2.3057","6.0521","Kris Bryant",592178,623451,"strikeout","swinging_strike",,,,,"11","Kris Bryant strikes out swinging.  ","R","R","R","CHC","CIN","S",2,"null",0,2,2017,"-1.3358","0.8490","-1.0310","2.4082","null","null","664023.00",0,1,"Bot","null","null",,,642156,,"170930_201442","6.1039","-136.6966","-5.5031","-17.7327","29.9638","-20.7922","3.2440","1.4059","null","null","null","93.0190","1951","5.7200",492503,623451,642156,458015,571697,553993,606299,594807,571740,594988,"54.7847","null","null","0.00",1,0,0,"null",5,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2017-09-30","94.1","-2.3930","5.8883","Kris Bryant",592178,623451,"null","swinging_strike",,,,,"9","null","R","R","R","CHC","CIN","S","null","null",0,1,2017,"-2.0751","0.8145","0.2861","1.7702","null","null","664023.00",0,1,"Bot","null","null",,,642156,,"170930_201415","11.2226","-136.1217","-6.5551","-27.6890","30.2049","-21.0798","3.2440","1.4059","null","null","null","92.5220","1979","5.6940",492503,623451,642156,458015,571697,553993,606299,594807,571740,594988,"54.8113","null","null","null","null","null","null","null",5,"2","2-Seam Fastball",0,0,0,0,0,0,0,0
"CU","2017-09-30","77.3","-2.4430","6.0949","Kris Bryant",592178,623451,"null","called_strike",,,,,"8","null","R","R","R","CHC","CIN","S","null","null",0,0,2017,"0.6994","-0.6932","0.1353","1.8441","null","null","664023.00",0,1,"Bot","null","null",,,642156,,"170930_201356","4.1645","-112.1000","-0.8872","4.8322","20.2158","-37.8436","3.3214","1.6246","null","null","null","74.9630","2631","4.7460",492503,623451,642156,458015,571697,553993,606299,594807,571740,594988,"55.7593","null","null","null","null","null","null","null",5,"1","Curveball",0,0,0,0,0,0,0,0
"null","2017-09-27","null","null","null","Kris Bryant",592178,621199,"intent_walk","automatic_ball",,,,,"null","Matt Bowman intentionally walks Kris Bryant.  ","R","R","R","STL","CHC","B","null","null",3,0,2017,"null","null","null","null","425784.00","600303.00","null",1,7,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",492461,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",0,0,0,"null",50,"4","",1,5,5,1,5,1,5,1
"null","2017-09-27","null","null","null","Kris Bryant",592178,621199,"null","automatic_ball",,,,,"null","null","R","R","R","STL","CHC","B","null","null",2,0,2017,"null","null","null","null","425784.00","600303.00","null",1,7,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",492461,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",50,"3","",1,5,5,1,5,1,5,1
"null","2017-09-27","null","null","null","Kris Bryant",592178,621199,"null","automatic_ball",,,,,"null","null","R","R","R","STL","CHC","B","null","null",1,0,2017,"null","null","null","null","425784.00","600303.00","null",1,7,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",492461,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",50,"2","",1,5,5,1,5,1,5,1
"null","2017-09-27","null","null","null","Kris Bryant",592178,621199,"null","automatic_ball",,,,,"null","null","R","R","R","STL","CHC","B","null","null",0,0,2017,"null","null","null","null","425784.00","600303.00","null",1,7,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",492461,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",50,"1","",1,5,5,1,5,1,5,1
"FT","2017-09-27","96.6","-0.9470","6.5605","Kris Bryant",592178,608379,"field_out","hit_into_play",,,,,"5","Kris Bryant flies out to right fielder Randal Grichuk in foul territory.  ","R","R","R","STL","CHC","X",9,"fly_ball",0,0,2017,"-1.0989","1.3433","-0.1136","2.7004","null","null","null",2,6,"Top","190.75","152.22",,,608348,,"170928_002306","4.7089","-140.2436","-7.7706","-15.5880","30.0549","-12.8892","3.2743","1.4360","214","85.9","58.4310","96.7750","2153","6.3930",492461,608379,608348,500874,572761,576397,657557,502054,451594,545341,"54.1066","0.022","0.018","0.00",1,0,0,3,38,"1","2-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2017-09-27","97.3","-0.9786","6.5659","Kris Bryant",592178,608379,"field_out","hit_into_play",,,,,"7","Kris Bryant grounds out, third baseman Jedd Gyorko to first baseman Jose Martinez.  ","R","R","R","STL","CHC","X",5,"ground_ball",1,1,2017,"-0.8355","1.4947","-0.5184","1.5721","null","null","445055.00",2,3,"Top","98.98","173.22",,,608348,,"170927_234632","3.1316","-141.1158","-11.2352","-11.8725","31.5493","-9.8843","3.2743","1.4360","94","49.7","20.3120","97.1460","2082","6.3390",492461,608379,608348,500874,572761,576397,657557,502054,451594,545341,"54.1599","0.106","0.092","0.00",1,0,0,1,19,"3","4-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2017-09-27","93.0","-1.0948","6.2598","Kris Bryant",592178,608379,"null","blocked_ball",,,,,"14","null","R","R","R","STL","CHC","B","null","null",0,1,2017,"0.0196","0.7982","1.0190","0.5014","null","null","445055.00",2,3,"Top","null","null",,,608348,,"170927_234607","5.3956","-135.0210","-10.8228","-0.7987","26.0833","-20.3281","3.3485","1.6247","null","null","null","93.7640","2008","6.6070",492461,608379,608348,500874,572761,576397,657557,502054,451594,545341,"53.8925","null","null","null","null","null","null","null",19,"2","4-Seam Fastball",1,0,0,1,0,1,0,1
"FT","2017-09-27","98.1","-1.0095","6.4826","Kris Bryant",592178,608379,"null","called_strike",,,,,"8","null","R","R","R","STL","CHC","S","null","null",0,0,2017,"-0.9269","1.3759","0.0913","1.8682","null","null","445055.00",2,3,"Top","null","null",,,608348,,"170927_234548","5.1258","-142.3229","-10.1930","-13.8351","31.2910","-11.2655","3.3585","1.7426","null","null","null","98.3880","2242","6.5140",492461,608379,608348,500874,572761,576397,657557,502054,451594,545341,"53.9851","null","null","null","null","null","null","null",19,"1","2-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2017-09-27","95.0","-1.0477","6.6471","Kris Bryant",592178,608379,"grounded_into_double_play","hit_into_play",,,,,"4","Kris Bryant grounds into a double play, third baseman Jedd Gyorko to second baseman Matt Carpenter to first baseman Jose Martinez.   Jon Jay out at 2nd.  ","R","R","R","STL","CHC","X",5,"ground_ball",0,0,2017,"-0.9542","1.4051","-0.3351","2.6153","null","null","445055.00",0,1,"Top","108.46","167.97",,,608348,,"170927_231117","4.0318","-138.0115","-8.1209","-13.2094","28.9264","-12.4543","3.2743","1.4360","29","91.9","-2.7300","95.6580","2210","6.6230",492461,608379,608348,500874,572761,576397,657557,502054,451594,545341,"53.8762","0.290","0.265","0.00",1,0,0,2,2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2017-09-26","88.3","-2.1854","6.3204","Kris Bryant",592178,504379,"double","hit_into_play_no_out",,,,,"3","Kris Bryant hits a ground-rule double (38) on a line drive to left-center field.  ","R","R","R","STL","CHC","X","null","line_drive",0,0,2017,"-0.1976","1.5016","0.3683","2.7776","null","null","null",2,8,"Top","99.65","42.56",,,608348,,"170927_031934","6.5567","-128.0289","-5.4954","-3.5589","27.7538","-14.9835","3.2717","1.4334","379","95.5","27.3620","87.3300","2023","5.9800",492446,504379,608348,572761,622270,576397,657557,502054,451594,664056,"54.5189","0.309","0.474","1.25",1,1,1,5,73,"1","Slider",8,7,7,8,7,8,7,8
"SL","2017-09-26","79.7","1.9111","6.1997","Kris Bryant",592178,544928,"strikeout","swinging_strike",,,,,"13","Kris Bryant strikes out swinging.  ","R","R","L","STL","CHC","S",2,"null",3,2,2017,"-1.8073","-0.2680","-1.2662","1.3634","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024737","-3.6499","-115.7508","-3.2821","-14.8955","23.4529","-34.1124","3.2717","1.4334","null","null","null","78.0470","2324","5.4170",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"55.0824","null","null","0.00",1,0,0,"null",59,"8","Slider",6,3,3,6,3,6,3,6
"SI","2017-09-26","90.4","1.5176","6.4696","Kris Bryant",592178,544928,"null","ball",,,,,"14","null","R","R","L","STL","CHC","B","null","null",2,2,2017,"1.3763","0.9206","0.2027","1.2218","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024718","-6.0220","-130.9579","-8.8622","16.7457","27.4503","-20.2068","3.3946","1.6242","null","null","null","89.0530","2026","5.6800",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"54.8190","null","null","null","null","null","null","null",59,"7","Sinker",6,3,3,6,3,6,3,6
"SL","2017-09-26","80.5","1.9290","6.1008","Kris Bryant",592178,544928,"null","ball",,,,,"13","null","R","R","L","STL","CHC","B","null","null",1,2,2017,"-1.8291","0.0345","-2.0225","0.6277","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024654","-5.3333","-116.7320","-5.3759","-15.0389","22.1303","-31.1293","3.4185","1.6719","null","null","null","78.6130","2348","5.1720",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"55.3277","null","null","null","null","null","null","null",59,"6","Slider",6,3,3,6,3,6,3,6
"SL","2017-09-26","79.5","2.0658","6.0157","Kris Bryant",592178,544928,"null","foul",,,,,"5","null","R","R","L","STL","CHC","S","null","null",1,2,2017,"-1.4529","-0.3090","0.0054","2.3875","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024626","-1.8919","-115.5689","-0.6664","-12.1455","20.8750","-34.9806","3.2717","1.4334","121","65.2","17.7030","77.8070","2357","5.0700",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"55.4294","null","null","null","null","null","null","null",59,"5","Slider",6,3,3,6,3,6,3,6
"SL","2017-09-26","80.4","1.8741","6.1479","Kris Bryant",592178,544928,"null","foul",,,,,"13","null","R","R","L","STL","CHC","S","null","null",1,2,2017,"-1.5626","0.1988","-0.9459","2.0532","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024556","-3.3546","-116.7737","-2.7255","-13.2031","20.8676","-30.1892","3.2717","1.4334","14","81.1","-8.3425","78.8960","2361","5.2230",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"55.2762","null","null","null","null","null","null","null",59,"4","Slider",6,3,3,6,3,6,3,6
"FF","2017-09-26","90.7","1.2599","6.5365","Kris Bryant",592178,544928,"null","ball",,,,,"11","null","R","R","L","STL","CHC","B","null","null",0,2,2017,"0.3207","1.0178","-0.6438","3.6104","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024535","-5.3776","-131.9305","-3.5999","4.6472","22.4237","-19.9075","3.3946","1.7196","null","null","null","90.6610","2038","5.8360",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"54.6630","null","null","null","null","null","null","null",59,"3","4-Seam Fastball",6,3,3,6,3,6,3,6
"SL","2017-09-26","80.0","1.8926","6.1635","Kris Bryant",592178,544928,"null","foul",,,,,"7","null","R","R","L","STL","CHC","S","null","null",0,1,2017,"-1.9292","0.0178","-0.6438","1.9890","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024506","-2.0672","-116.1927","-2.4372","-16.3966","22.9549","-31.8188","3.2717","1.4334","null","null","null","78.3210","2387","5.3300",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"55.1697","null","null","null","null","null","null","null",59,"2","Slider",6,3,3,6,3,6,3,6
"FT","2017-09-26","90.2","1.5798","6.5159","Kris Bryant",592178,544928,"null","foul",,,,,"9","null","R","R","L","STL","CHC","S","null","null",0,0,2017,"0.7502","0.8898","0.3251","1.9204","null","null","null",0,7,"Top","null","null",,,608348,,"170927_024449","-4.6014","-131.0411","-7.2760","9.3672","24.0457","-20.9469","3.2717","1.4334","275","83.3","37.7377","89.5340","1920","5.6710",492446,544928,608348,572761,622270,576397,657557,502054,451594,545341,"54.8287","null","null","null","null","null","null","null",59,"1","2-Seam Fastball",6,3,3,6,3,6,3,6
"CH","2017-09-26","89.0","-1.1116","5.3451","Kris Bryant",592178,593372,"strikeout","swinging_strike",,,,,"7","Kris Bryant strikes out swinging.  ","R","R","R","STL","CHC","S",2,"null",0,2,2017,"-1.7088","0.0475","-0.6928","1.9804","518792.00","502273.00","600303.00",1,4,"Top","null","null",,,608348,,"170927_014320","4.3548","-129.0363","-2.1958","-19.2773","29.0452","-31.4621","3.2717","1.4334","null","null","null","86.8220","2050","5.2880",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.2114","null","null","0.00",1,0,0,"null",36,"3","Changeup",5,3,3,5,3,5,3,5
"FT","2017-09-26","94.8","-1.2944","5.1700","Kris Bryant",592178,593372,"null","foul",,,,,"11","null","R","R","R","STL","CHC","S","null","null",0,1,2017,"-1.2464","0.2410","-0.8789","3.0545","518792.00","502273.00","600303.00",1,4,"Top","null","null",,,608348,,"170927_014255","3.6617","-137.7055","-0.4246","-16.1176","27.3594","-29.3561","3.2717","1.4334","116","78.0","57.2795","93.3030","1911","5.2620",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.2367","null","null","null","null","null","null","null",36,"2","2-Seam Fastball",5,3,3,5,3,5,3,5
"SL","2017-09-26","82.9","-0.8267","5.8303","Kris Bryant",592178,593372,"null","foul",,,,,"1","null","R","R","R","STL","CHC","S","null","null",0,0,2017,"0.5042","0.4726","-0.4085","2.9932","518792.00","502273.00","600303.00",1,4,"Top","null","null",,,608348,,"170927_014229","0.0270","-120.4676","-0.9327","4.7162","20.7218","-27.8414","3.2717","1.4334","7","48.4","-21.8264","81.2370","2178","4.9740",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.5252","null","null","null","null","null","null","null",36,"1","Slider",5,3,3,5,3,5,3,5
"FF","2017-09-26","99.4","-0.8535","5.4061","Kris Bryant",592178,593372,"hit_by_pitch","hit_by_pitch",,,,,"11","Kris Bryant hit by pitch.  ","R","R","R","STL","CHC","B","null","null",2,2,2017,"-0.6732","0.8010","-1.7284","3.6841","502273.00","null","null",2,3,"Top","null","null",,,608348,,"170927_011110","-0.8631","-144.6850","-1.1955","-9.1207","29.2648","-21.0934","3.2516","1.4334","8","51.9","-22.2031","98.6960","1953","5.5780",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"54.9208","null","null","0.70",1,0,0,"null",23,"5","4-Seam Fastball",5,1,1,5,1,5,1,5
"CH","2017-09-26","89.2","-1.2623","5.3061","Kris Bryant",592178,593372,"null","swinging_strike",,,,,"14","null","R","R","R","STL","CHC","S","null","null",2,1,2017,"-1.7160","0.4280","0.2140","0.8085","null","502273.00","null",2,3,"Top","null","null",,,608348,,"170927_011022","6.9263","-129.2618","-5.7203","-20.0211","27.9531","-26.5938","3.2717","1.4334","null","null","null","87.1930","1961","5.3290",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.1701","null","null","null","null","null","null","null",23,"4","Changeup",5,1,1,5,1,5,1,5
"FF","2017-09-26","98.0","-0.9665","5.3747","Kris Bryant",592178,593372,"null","ball",,,,,"11","null","R","R","R","STL","CHC","B","null","null",1,1,2017,"-0.6488","1.0731","-1.1561","3.8983","null","502273.00","null",2,3,"Top","null","null",,,608348,,"170927_010953","0.9500","-142.4743","-0.9534","-8.9642","31.5321","-17.7083","3.3231","1.6003","null","null","null","97.5590","2173","5.9990",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"54.5004","null","null","null","null","null","null","null",23,"3","4-Seam Fastball",5,1,1,5,1,5,1,5
"CH","2017-09-26","88.1","-1.1978","5.1883","Kris Bryant",592178,593372,"null","swinging_strike",,,,,"8","null","R","R","R","STL","CHC","S","null","null",1,0,2017,"-1.4533","0.2769","-0.2267","1.8755","null","502273.00","null",2,3,"Top","null","null",,,608348,,"170927_010927","5.2106","-128.0342","-2.5253","-16.6949","24.1306","-28.9316","3.2717","1.4334","null","null","null","87.3270","1887","5.6720",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"54.8270","null","null","null","null","null","null","null",23,"2","Changeup",5,1,1,5,1,5,1,5
"FT","2017-09-26","96.3","-1.3554","5.2692","Kris Bryant",592178,593372,"null","ball",,,,,"11","null","R","R","R","STL","CHC","B","null","null",0,0,2017,"-1.6326","0.6998","-2.6506","3.0993","null","502273.00","null",2,3,"Top","null","null",,,608348,,"170927_010900","0.0909","-139.8631","-1.6599","-20.6510","31.7180","-23.2265","3.2516","1.6719","null","null","null","94.3470","2006","5.2580",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.2414","null","null","null","null","null","null","null",23,"1","2-Seam Fastball",5,1,1,5,1,5,1,5
"SL","2017-09-26","88.7","-1.1178","5.1616","Kris Bryant",592178,593372,"strikeout","swinging_strike",,,,,"9","Kris Bryant strikes out swinging.  ","R","R","R","STL","CHC","S",2,"null",3,2,2017,"-0.0393","0.4757","0.3598","2.0538","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001947","3.5866","-128.8265","-2.4694","-1.0928","24.1925","-26.9021","3.3611","1.5799","null","null","null","86.6620","null","4.8750",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.6238","null","null","0.00",1,0,0,"null",2,"6","Slider",0,0,0,0,0,0,0,0
"SL","2017-09-26","87.7","-1.1278","5.2831","Kris Bryant",592178,593372,"null","ball",,,,,"14","null","R","R","R","STL","CHC","B","null","null",2,2,2017,"0.5576","0.4830","0.0404","0.8708","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001926","1.6912","-127.2743","-5.3772","5.4928","23.6078","-26.4088","3.3946","1.6719","null","null","null","85.6570","1164","4.9020",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.5968","null","null","null","null","null","null","null",2,"5","Slider",0,0,0,0,0,0,0,0
"FF","2017-09-26","98.0","-0.9350","5.4078","Kris Bryant",592178,593372,"null","ball",,,,,"11","null","R","R","R","STL","CHC","B","null","null",1,2,2017,"-0.7899","0.9864","-1.8006","2.6549","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001912","-0.5826","-142.4068","-4.1150","-10.3473","29.5785","-18.4850","3.4218","1.6988","null","null","null","96.6690","2109","5.3850",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.1138","null","null","null","null","null","null","null",2,"4","4-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2017-09-26","95.8","-1.5302","5.1811","Kris Bryant",592178,593372,"null","swinging_strike",,,,,"13","null","R","R","R","STL","CHC","S","null","null",1,1,2017,"-1.7115","0.1938","-0.1251","1.3453","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001853","7.1599","-138.9070","-4.8329","-22.7631","28.4908","-29.0300","3.3611","1.5799","null","null","null","93.6350","2028","5.0200",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.4791","null","null","null","null","null","null","null",2,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2017-09-26","95.3","-1.4770","5.1568","Kris Bryant",592178,593372,"null","swinging_strike",,,,,"8","null","R","R","R","STL","CHC","S","null","null",1,0,2017,"-1.5403","0.0668","0.0113","1.8893","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001834","7.0176","-138.3623","-3.0648","-20.5183","27.9873","-30.9776","3.3611","1.5799","null","null","null","93.4860","2136","5.1310",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"55.3680","null","null","null","null","null","null","null",2,"2","2-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2017-09-26","98.0","-1.1976","5.1981","Kris Bryant",592178,593372,"null","ball",,,,,"13","null","R","R","R","STL","CHC","B","null","null",0,0,2017,"-1.1429","0.6649","-0.0158","1.1090","null","null","null",1,1,"Top","null","null",,,608348,,"170927_001820","5.6751","-142.2768","-6.9944","-16.4632","29.8369","-22.0479","3.4374","1.5952","null","null","null","97.0900","2122","5.7020",492446,593372,608348,572761,594824,576397,657557,502054,451594,545341,"54.7969","null","null","null","null","null","null","null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
